Dataset,Modelo,Seed,k,DSEL_perc,Tempo_segundos,MAE,RMSE,R2,MAE_RARE,RMSE_RARE,RARES_TEST,PERC_RARES_TEST,P10_train,P90_train
mortgage,DESREG-DRS,2,5.0,0.5,68.93947982788086,0.11851619047619033,0.20773001708949035,0.99599018949254,0.17506938775510186,0.27187753845870954,49,23.333333333333332,4.266,12.102
mortgage,DESREG-DRS,2,5.0,0.5,68.93947982788086,0.11851619047619033,0.20773001708949035,0.99599018949254,0.17506938775510186,0.27187753845870954,49,23.333333333333332,4.266,12.102
mortgage,DESREG-DES,2,5.0,0.5,95.1086995601654,0.08810463473563465,0.16150603031103264,0.9975761662902121,0.15672657831963963,0.2270222303711749,49,23.333333333333332,4.266,12.102
mortgage,DESREG-DES,2,5.0,0.5,95.1086995601654,0.08810463473563465,0.16150603031103264,0.9975761662902121,0.15672657831963963,0.2270222303711749,49,23.333333333333332,4.266,12.102
mortgage,Decision Tree,3,,,0.014678239822387695,0.14952380952380948,0.31393660263847933,0.9913606699691503,0.2648076923076921,0.5383361117654741,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,Decision Tree,3,,,0.014678239822387695,0.14952380952380948,0.31393660263847933,0.9913606699691503,0.2648076923076921,0.5383361117654741,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,Random Forest,3,,,0.4614720344543457,0.09822095238095217,0.18027533016657274,0.9971511554261019,0.17429230769230827,0.3068572751421951,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,Random Forest,3,,,0.4614720344543457,0.09822095238095217,0.18027533016657274,0.9971511554261019,0.17429230769230827,0.3068572751421951,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,Bagging,3,,,0.48409342765808105,0.10243809523809524,0.18477855678519364,0.9970070511273575,0.17618461538461508,0.3102237034042467,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,Bagging,3,,,0.48409342765808105,0.10243809523809524,0.18477855678519364,0.9970070511273575,0.17618461538461508,0.3102237034042467,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,DESREG-SE,3,5.0,0.5,6.787268400192261,0.09238209523809525,0.15504083885413114,0.9978928843363201,0.15303000000000042,0.24304392946104122,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,DESREG-SE,3,5.0,0.5,6.787268400192261,0.09238209523809525,0.15504083885413114,0.9978928843363201,0.15303000000000042,0.24304392946104122,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,DESREG-DRS,3,5.0,0.5,73.8629059791565,0.1197342857142855,0.21054819468642869,0.9961140321739065,0.21592692307692307,0.363900758872103,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,DESREG-DRS,3,5.0,0.5,73.8629059791565,0.1197342857142855,0.21054819468642869,0.9961140321739065,0.21592692307692307,0.363900758872103,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,DESREG-DES,3,5.0,0.5,92.6183569431305,0.09889607967429406,0.17038372788224154,0.9974552074262041,0.1776914101176608,0.2757959441607768,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,DESREG-DES,3,5.0,0.5,92.6183569431305,0.09889607967429406,0.17038372788224154,0.9974552074262041,0.1776914101176608,0.2757959441607768,52,24.761904761904763,4.222000000000001,12.004000000000001
mortgage,Decision Tree,4,,,0.014393091201782227,0.11957142857142855,0.19253818421537158,0.9962406575786376,0.2317142857142856,0.3428577380947213,35,16.666666666666664,4.14,12.182000000000002
mortgage,Decision Tree,4,,,0.014393091201782227,0.11957142857142855,0.19253818421537158,0.9962406575786376,0.2317142857142856,0.3428577380947213,35,16.666666666666664,4.14,12.182000000000002
mortgage,Random Forest,4,,,0.4459209442138672,0.0760533333333332,0.12605054617285885,0.9983887326549842,0.16585142857142715,0.2534072712904191,35,16.666666666666664,4.14,12.182000000000002
mortgage,Random Forest,4,,,0.4459209442138672,0.0760533333333332,0.12605054617285885,0.9983887326549842,0.16585142857142715,0.2534072712904191,35,16.666666666666664,4.14,12.182000000000002
mortgage,Bagging,4,,,0.3874945640563965,0.07575047619047619,0.12248041087300053,0.9984787120998196,0.16653714285714272,0.24079960607466566,35,16.666666666666664,4.14,12.182000000000002
mortgage,Bagging,4,,,0.3874945640563965,0.07575047619047619,0.12248041087300053,0.9984787120998196,0.16653714285714272,0.24079960607466566,35,16.666666666666664,4.14,12.182000000000002
mortgage,DESREG-SE,4,5.0,0.5,5.1777870655059814,0.08075790476190478,0.1340266283358229,0.9981783693432431,0.17184800000000006,0.26759489219981153,35,16.666666666666664,4.14,12.182000000000002
mortgage,DESREG-SE,4,5.0,0.5,5.1777870655059814,0.08075790476190478,0.1340266283358229,0.9981783693432431,0.17184800000000006,0.26759489219981153,35,16.666666666666664,4.14,12.182000000000002
